s,a,r,sp
394,2,0.0,394
394,2,0.0,394
394,22,0.0,394
394,22,0.0,394
394,17,0.0,394
394,17,0.0,394
394,2,0.0,394
394,2,0.0,394
394,2,0.0,394
394,2,0.0,394
394,2,0.0,394
394,2,0.0,394
394,2,0.0,726
726,2,0.0,726
726,2,0.0,726
726,2,0.0,726
726,2,0.0,726
726,2,0.0,726
726,2,0.0,726
726,2,0.0,726
726,2,0.0,726
726,2,0.0,726
726,2,0.0,726
726,2,0.0,726
726,2,0.0,726
726,2,0.0,726
726,2,0.0,726
726,2,0.0,363
363,2,0.0,726
726,2,0.0,726
726,2,0.0,726
726,2,0.0,726
726,2,0.0,375
375,2,0.0,375
375,2,0.0,375
375,2,0.0,333
333,2,0.0,375
375,2,0.0,333
333,1,0.0,333
333,1,0.0,455
455,1,0.0,455
455,3,0.0,269
269,1,0.0,163
163,2,0.0,525
525,2,0.0,525
525,2,0.0,333
333,1,1.0,752
611,1,0.0,611
611,1,0.0,611
611,1,0.0,646
646,2,0.0,436
436,5,0.0,108
108,5,0.0,307
307,5,0.0,685
685,10,0.0,685
685,15,0.0,685
685,20,0.0,685
685,25,0.0,523
523,25,0.0,288
288,25,0.0,487
487,1,0.0,487
487,25,0.0,487
487,15,0.0,685
685,5,0.0,567
567,3,0.0,413
413,1,0.0,271
271,3,0.0,71
71,4,0.0,71
71,4,0.0,516
516,4,0.0,238
238,4,0.0,238
238,5,0.0,298
298,4,0.0,673
673,4,0.0,599
599,4,0.0,599
599,4,0.0,673
673,4,0.0,599
599,4,0.0,599
599,5,0.0,599
599,4,0.0,599
599,4,0.0,599
599,4,0.0,599
599,4,0.0,599
599,4,0.0,599
599,4,0.0,599
599,4,0.0,599
599,4,0.0,673
673,4,0.0,673
673,3,0.0,599
599,2,0.0,599
599,4,0.0,599
599,4,0.0,599
599,4,0.0,599
599,4,0.0,599
599,3,0.0,599
599,3,0.0,673
673,4,0.0,673
673,4,0.0,673
673,4,0.0,673
673,4,0.0,673
673,4,0.0,673
673,4,0.0,463
463,4,0.0,463
463,4,0.0,463
463,4,0.0,463
463,3,0.0,163
163,1,0.0,163
163,1,0.0,698
698,1,0.0,276
276,1,0.0,276
276,1,0.0,715
715,1,0.0,276
276,1,0.0,715
715,1,0.0,276
276,1,0.0,715
715,1,0.0,276
276,1,0.0,276
276,1,0.0,276
276,1,0.0,611
611,1,1.0,752
359,1,0.0,359
359,1,0.0,359
359,1,0.0,359
359,1,0.0,359
359,1,0.0,359
359,1,0.0,359
359,1,0.0,359
359,1,0.0,359
359,1,0.0,359
359,1,0.0,359
359,1,0.0,359
359,1,0.0,359
359,1,0.0,359
359,1,0.0,359
359,1,0.0,503
503,1,0.0,503
503,1,0.0,703
703,1,0.0,246
246,1,0.0,246
246,12,0.0,246
246,12,0.0,246
246,12,0.0,246
246,12,0.0,651
651,12,0.0,651
651,14,0.0,651
651,1,0.0,252
252,11,0.0,252
252,10,0.0,252
252,6,0.0,252
252,5,0.0,252
252,4,0.0,252
252,1,0.0,252
252,5,0.0,252
252,1,0.0,252
252,5,0.0,252
252,1,0.0,252
252,5,0.0,252
252,1,0.0,252
252,5,0.0,252
252,4,0.0,252
252,4,0.0,252
252,1,0.0,252
252,5,0.0,252
252,1,0.0,252
252,5,0.0,252
252,1,0.0,41
41,5,0.0,41
41,1,0.0,599
599,5,0.0,252
252,4,0.0,595
595,4,0.0,252
252,4,0.0,252
252,4,0.0,252
252,1,0.0,599
599,4,0.0,599
599,4,0.0,599
599,4,0.0,595
595,4,0.0,599
599,4,0.0,595
595,4,0.0,595
595,4,0.0,595
595,1,0.0,70
70,1,0.0,163
163,5,0.0,212
212,4,0.0,595
595,4,0.0,595
595,4,0.0,333
333,1,-1.0,751
646,1,0.0,285
285,1,0.0,242
242,1,0.0,77
77,5,0.0,450
450,2,0.0,199
199,2,0.0,68
68,20,0.0,68
68,5,0.0,371
371,17,0.0,661
661,25,0.0,661
661,23,0.0,487
487,23,0.0,487
487,23,0.0,487
487,23,0.0,487
487,23,0.0,487
487,23,0.0,612
612,23,0.0,612
612,23,0.0,612
612,23,0.0,612
612,23,0.0,612
612,23,0.0,612
612,23,0.0,612
612,23,0.0,612
612,25,0.0,371
371,23,0.0,487
487,23,0.0,487
487,20,0.0,371
371,17,0.0,487
487,17,0.0,371
371,17,0.0,371
371,17,0.0,371
371,22,0.0,371
371,23,0.0,371
371,23,0.0,371
371,17,0.0,371
371,20,0.0,371
371,20,0.0,371
371,17,0.0,371
371,17,0.0,371
371,17,0.0,371
371,17,0.0,371
371,17,0.0,371
371,20,0.0,371
371,17,0.0,371
371,17,0.0,371
371,17,0.0,371
371,17,0.0,371
371,17,0.0,371
371,17,0.0,68
68,15,0.0,68
68,12,0.0,68
68,12,0.0,371
371,12,0.0,371
371,12,0.0,371
371,7,0.0,371
371,7,0.0,306
306,7,0.0,371
371,10,0.0,306
306,12,0.0,306
306,12,0.0,306
306,12,0.0,306
306,12,0.0,306
306,1,1.0,752
725,2,0.0,725
725,2,0.0,725
725,2,0.0,365
365,2,0.0,587
587,2,0.0,365
365,2,0.0,365
365,2,0.0,365
365,2,0.0,142
142,2,0.0,142
142,2,0.0,142
142,2,0.0,142
142,2,0.0,142
142,2,0.0,365
365,2,0.0,142
142,2,0.0,587
587,5,0.0,587
587,2,0.0,309
309,5,0.0,142
142,5,0.0,142
142,2,0.0,259
259,5,0.0,496
496,5,0.0,150
150,15,0.0,748
748,10,0.0,748
748,7,0.0,748
748,7,0.0,624
624,10,0.0,624
624,10,0.0,624
624,7,0.0,370
370,7,0.0,576
576,7,0.0,576
576,7,0.0,576
576,7,0.0,576
576,7,0.0,576
576,7,0.0,576
576,7,0.0,576
576,7,0.0,576
576,7,0.0,576
576,7,0.0,370
370,7,0.0,370
370,6,0.0,370
370,6,0.0,370
370,1,0.0,370
370,4,0.0,370
370,5,0.0,370
370,10,0.0,370
370,10,0.0,370
370,10,0.0,370
370,10,0.0,370
370,7,0.0,370
370,7,0.0,370
370,7,0.0,370
370,7,0.0,370
370,7,0.0,370
370,7,0.0,370
370,7,0.0,370
370,7,0.0,370
370,7,0.0,370
370,7,0.0,370
370,7,0.0,370
370,6,0.0,370
370,1,0.0,297
297,1,0.0,297
297,1,0.0,297
297,1,0.0,297
297,1,0.0,370
370,1,0.0,370
370,1,0.0,297
297,1,0.0,370
370,1,0.0,297
297,1,0.0,297
297,1,0.0,297
297,1,0.0,598
598,1,-1.0,751
306,2,0.0,306
306,2,0.0,306
306,2,0.0,306
306,2,0.0,306
306,2,0.0,306
306,2,0.0,284
284,2,0.0,749
749,2,0.0,749
749,2,0.0,749
749,2,0.0,91
91,2,0.0,91
91,2,0.0,749
749,2,0.0,749
749,2,0.0,749
749,2,0.0,749
749,2,0.0,749
749,2,0.0,91
91,2,0.0,91
91,2,0.0,91
91,2,0.0,91
91,2,0.0,284
284,2,0.0,749
749,2,0.0,749
749,2,0.0,749
749,2,0.0,201
201,2,0.0,749
749,2,0.0,201
201,2,0.0,102
102,2,0.0,102
102,2,0.0,346
346,2,0.0,505
505,2,0.0,505
505,2,0.0,505
505,2,0.0,505
505,2,0.0,505
505,2,0.0,505
505,2,0.0,91
91,2,0.0,342
342,2,0.0,749
749,2,0.0,749
749,2,0.0,749
749,2,0.0,749
749,2,0.0,126
126,22,0.0,239
239,23,0.0,471
471,23,0.0,471
471,22,0.0,630
630,23,0.0,471
471,23,0.0,471
471,23,0.0,471
471,23,0.0,630
630,23,0.0,630
630,23,0.0,630
630,23,0.0,630
630,23,0.0,630
630,23,0.0,630
630,23,0.0,630
630,23,0.0,630
630,23,0.0,630
630,23,0.0,630
630,23,0.0,630
630,23,0.0,630
630,23,0.0,630
630,23,0.0,630
630,23,0.0,630
630,23,0.0,630
630,23,0.0,630
630,23,0.0,630
630,23,0.0,301
301,23,0.0,301
301,23,0.0,301
301,24,0.0,412
412,1,-1.0,751
670,1,0.0,670
670,1,0.0,670
670,1,0.0,670
670,1,0.0,670
670,1,0.0,670
670,11,0.0,351
351,24,0.0,46
46,25,0.0,332
332,8,0.0,412
412,2,0.0,54
54,2,0.0,495
495,10,0.0,495
495,7,0.0,87
87,7,0.0,87
87,10,0.0,495
495,5,0.0,87
87,15,0.0,649
649,15,0.0,649
649,15,0.0,727
727,12,0.0,727
727,17,0.0,727
727,17,0.0,190
190,17,0.0,190
190,20,0.0,133
133,22,0.0,190
190,25,0.0,190
190,23,0.0,190
190,23,0.0,133
133,23,0.0,727
727,2,0.0,727
727,2,0.0,727
727,2,0.0,727
727,4,0.0,727
727,5,0.0,727
727,5,0.0,727
727,5,0.0,727
727,2,0.0,727
727,2,0.0,727
727,2,0.0,727
727,2,0.0,727
727,2,0.0,727
727,2,0.0,727
727,2,0.0,727
727,2,0.0,727
727,2,0.0,727
727,2,0.0,727
727,2,0.0,727
727,2,0.0,727
727,2,0.0,727
727,2,0.0,727
727,2,0.0,727
727,2,0.0,727
727,2,0.0,727
727,2,0.0,727
727,5,0.0,727
727,2,0.0,727
727,4,0.0,727
727,4,0.0,727
727,4,0.0,727
727,4,0.0,727
727,4,0.0,727
727,4,0.0,727
727,5,0.0,727
727,2,0.0,727
727,2,0.0,446
446,2,0.0,446
446,2,0.0,446
446,2,0.0,243
243,2,0.0,333
333,1,-1.0,751
245,1,0.0,598
598,1,0.0,245
245,1,0.0,245
245,1,0.0,679
679,1,0.0,679
679,1,0.0,644
644,1,0.0,266
266,1,0.0,266
266,1,0.0,679
679,1,0.0,679
679,1,0.0,679
679,1,0.0,679
679,1,0.0,266
266,1,0.0,644
644,1,0.0,266
266,1,0.0,679
679,1,0.0,679
679,1,0.0,703
703,1,0.0,289
289,1,0.0,289
289,1,0.0,289
289,1,0.0,289
289,1,0.0,289
289,1,0.0,289
289,2,0.0,289
289,2,0.0,289
289,2,0.0,289
289,7,0.0,289
289,12,0.0,289
289,12,0.0,289
289,12,0.0,600
600,12,0.0,600
600,12,0.0,494
494,1,0.0,289
289,10,0.0,289
289,7,0.0,600
600,7,0.0,600
600,7,0.0,702
702,7,0.0,642
642,7,0.0,642
642,7,0.0,642
642,7,0.0,642
642,7,0.0,298
298,7,0.0,642
642,7,0.0,642
642,7,0.0,688
688,7,0.0,600
600,7,0.0,642
642,7,0.0,642
642,7,0.0,642
642,7,0.0,642
642,7,0.0,251
251,1,0.0,669
669,12,0.0,428
428,1,0.0,669
669,15,0.0,669
669,20,0.0,669
669,17,0.0,669
669,17,0.0,669
669,22,0.0,669
669,22,0.0,669
669,17,0.0,743
743,12,0.0,688
688,12,0.0,688
688,12,0.0,688
688,17,0.0,669
669,17,0.0,669
669,11,0.0,688
688,1,0.0,646
646,1,0.0,679
679,13,0.0,598
598,1,-1.0,751
182,3,0.0,182
182,3,0.0,182
182,3,0.0,182
182,3,0.0,182
182,3,0.0,182
182,3,0.0,182
182,2,0.0,182
182,3,0.0,182
182,4,0.0,74
74,2,0.0,74
74,3,0.0,182
182,4,0.0,334
334,3,0.0,683
683,2,0.0,683
683,3,0.0,683
683,3,0.0,683
683,3,0.0,683
683,4,0.0,683
683,3,0.0,683
683,2,0.0,683
683,2,0.0,683
683,3,0.0,683
683,2,0.0,683
683,17,0.0,683
683,12,0.0,683
683,12,0.0,683
683,12,0.0,683
683,12,0.0,683
683,13,0.0,683
683,13,0.0,683
683,13,0.0,683
683,13,0.0,683
683,13,0.0,683
683,13,0.0,683
683,12,0.0,683
683,13,0.0,683
683,13,0.0,683
683,13,0.0,683
683,13,0.0,683
683,13,0.0,683
683,13,0.0,683
683,13,0.0,683
683,13,0.0,683
683,13,0.0,683
683,13,0.0,683
683,13,0.0,683
683,13,0.0,683
683,13,0.0,683
683,13,0.0,683
683,13,0.0,683
683,3,0.0,683
683,2,0.0,683
683,3,0.0,77
77,3,0.0,77
77,3,0.0,356
356,3,0.0,199
199,1,-1.0,751
509,23,0.0,509
509,25,0.0,509
509,23,0.0,401
401,25,0.0,401
401,25,0.0,401
401,25,0.0,401
401,24,0.0,184
184,25,0.0,184
184,24,0.0,184
184,24,0.0,431
431,25,0.0,184
184,25,0.0,184
184,25,0.0,184
184,24,0.0,184
184,18,0.0,184
184,18,0.0,184
184,18,0.0,184
184,19,0.0,184
184,25,0.0,184
184,25,0.0,184
184,24,0.0,184
184,24,0.0,184
184,23,0.0,184
184,18,0.0,184
184,23,0.0,184
184,23,0.0,184
184,23,0.0,184
184,23,0.0,184
184,23,0.0,184
184,23,0.0,184
184,23,0.0,184
184,23,0.0,184
184,23,0.0,184
184,18,0.0,184
184,23,0.0,184
184,23,0.0,184
184,25,0.0,184
184,20,0.0,184
184,15,0.0,184
184,25,0.0,184
184,13,0.0,184
184,23,0.0,184
184,13,0.0,184
184,23,0.0,184
184,23,0.0,184
184,23,0.0,184
184,13,0.0,184
184,13,0.0,184
184,13,0.0,184
184,23,0.0,184
184,23,0.0,184
184,23,0.0,184
184,23,0.0,184
184,25,0.0,184
184,23,0.0,184
184,23,0.0,184
184,23,0.0,184
184,23,0.0,184
184,23,0.0,184
184,23,0.0,184
184,18,0.0,184
184,23,0.0,184
184,23,0.0,184
184,23,0.0,184
184,23,0.0,184
184,23,0.0,184
184,23,0.0,184
184,23,0.0,184
184,23,0.0,184
184,13,0.0,184
184,23,0.0,184
184,23,0.0,184
184,23,0.0,412
412,1,-1.0,751
358,1,0.0,358
358,1,0.0,358
358,1,0.0,358
358,1,0.0,358
358,1,0.0,358
358,1,0.0,703
703,21,0.0,703
703,21,0.0,703
703,21,0.0,703
703,1,0.0,454
454,2,0.0,454
454,2,0.0,454
454,2,0.0,365
365,2,0.0,365
365,2,0.0,365
365,2,0.0,365
365,2,0.0,365
365,2,0.0,365
365,2,0.0,365
365,2,0.0,365
365,2,0.0,512
512,1,0.0,553
553,1,0.0,553
553,1,0.0,553
553,1,0.0,553
553,1,0.0,553
553,1,0.0,553
553,1,0.0,553
553,1,0.0,553
553,1,0.0,359
359,1,0.0,358
358,1,-1.0,751
503,1,0.0,640
640,5,0.0,640
640,2,0.0,640
640,2,0.0,640
640,10,0.0,640
640,10,0.0,295
295,6,0.0,295
295,12,0.0,295
295,15,0.0,295
295,20,0.0,309
309,20,0.0,309
309,15,0.0,309
309,10,0.0,309
309,10,0.0,309
309,10,0.0,309
309,9,0.0,309
309,2,0.0,309
309,2,0.0,640
640,5,0.0,309
309,5,0.0,309
309,10,0.0,309
309,10,0.0,309
309,10,0.0,309
309,10,0.0,41
41,7,0.0,309
309,9,0.0,309
309,8,0.0,309
309,9,0.0,343
343,10,0.0,309
309,8,0.0,309
309,9,0.0,309
309,10,0.0,309
309,9,0.0,309
309,9,0.0,309
309,9,0.0,309
309,9,0.0,309
309,9,0.0,309
309,9,0.0,309
309,9,0.0,309
309,9,0.0,640
640,9,0.0,640
640,9,0.0,309
309,9,0.0,343
343,9,0.0,343
343,9,0.0,309
309,9,0.0,309
309,9,0.0,309
309,9,0.0,640
640,4,0.0,640
640,4,0.0,640
640,4,0.0,640
640,4,0.0,640
640,5,0.0,640
640,10,0.0,668
668,1,1.0,752
475,17,0.0,475
475,20,0.0,176
176,10,0.0,176
176,10,0.0,176
176,15,0.0,176
176,15,0.0,475
475,15,0.0,475
475,10,0.0,720
720,7,0.0,475
475,7,0.0,720
720,5,0.0,720
720,5,0.0,720
720,5,0.0,720
720,5,0.0,720
720,5,0.0,720
720,2,0.0,475
475,2,0.0,475
475,2,0.0,475
475,2,0.0,519
519,2,0.0,519
519,2,0.0,519
519,2,0.0,475
475,2,0.0,475
475,2,0.0,183
183,1,0.0,183
183,1,0.0,486
486,2,0.0,183
183,1,0.0,486
486,2,0.0,183
183,1,0.0,292
292,1,0.0,292
292,1,0.0,486
486,3,0.0,292
292,1,0.0,292
292,2,0.0,519
519,2,0.0,292
292,1,0.0,519
519,2,0.0,519
519,1,0.0,292
292,2,0.0,292
292,1,0.0,519
519,2,0.0,292
292,1,0.0,519
519,2,0.0,519
519,2,0.0,519
519,2,0.0,519
519,2,0.0,19
19,1,0.0,519
519,2,0.0,475
475,2,0.0,486
486,2,0.0,475
475,1,0.0,486
486,2,0.0,19
19,1,0.0,486
486,2,0.0,19
19,1,0.0,519
519,2,0.0,19
19,1,0.0,519
519,2,0.0,19
19,2,0.0,519
519,2,0.0,292
292,1,0.0,519
519,2,0.0,292
292,1,0.0,519
519,2,0.0,292
292,1,0.0,519
519,2,0.0,519
519,2,0.0,519
519,2,0.0,519
519,2,0.0,519
519,2,0.0,668
668,1,1.0,752
163,1,0.0,102
102,2,0.0,102
102,2,0.0,130
130,2,0.0,130
130,2,0.0,130
130,2,0.0,733
733,2,0.0,733
733,2,0.0,163
163,2,0.0,733
733,2,0.0,733
733,2,0.0,333
333,2,0.0,130
130,2,0.0,91
91,2,0.0,91
91,2,0.0,130
130,2,0.0,130
130,2,0.0,130
130,22,0.0,130
130,25,0.0,439
439,22,0.0,564
564,2,0.0,413
413,2,0.0,130
130,2,0.0,733
733,2,0.0,733
733,2,0.0,333
333,1,0.0,733
733,2,0.0,733
733,2,0.0,130
130,2,0.0,130
130,2,0.0,130
130,2,0.0,733
733,2,0.0,733
733,2,0.0,733
733,2,0.0,733
733,2,0.0,733
733,2,0.0,733
733,2,0.0,733
733,2,0.0,733
733,2,0.0,733
733,2,0.0,733
733,2,0.0,733
733,2,0.0,733
733,2,0.0,733
733,2,0.0,733
733,2,0.0,733
733,2,0.0,733
733,2,0.0,657
657,2,0.0,733
733,2,0.0,657
657,2,0.0,733
733,2,0.0,733
733,2,0.0,674
674,2,0.0,733
733,2,0.0,674
674,2,0.0,674
674,2,0.0,674
674,2,0.0,674
674,2,0.0,674
674,2,0.0,674
674,2,0.0,733
733,2,0.0,733
733,2,0.0,733
733,2,0.0,733
733,2,0.0,733
733,2,0.0,733
733,2,0.0,733
733,2,0.0,733
733,2,0.0,733
733,2,0.0,258
258,2,0.0,251
251,1,-1.0,751
104,1,0.0,104
104,1,0.0,104
104,1,0.0,104
104,1,0.0,475
475,5,0.0,200
200,10,0.0,167
167,10,0.0,167
167,10,0.0,167
167,10,0.0,167
167,15,0.0,167
167,15,0.0,167
167,10,0.0,588
588,10,0.0,253
253,10,0.0,253
253,10,0.0,253
253,10,0.0,253
253,10,0.0,253
253,5,0.0,253
253,10,0.0,253
253,10,0.0,253
253,10,0.0,253
253,10,0.0,253
253,5,0.0,253
253,5,0.0,475
475,5,0.0,253
253,5,0.0,253
253,5,0.0,253
253,5,0.0,253
253,5,0.0,475
475,5,0.0,253
253,5,0.0,253
253,5,0.0,475
475,1,0.0,253
253,5,0.0,588
588,5,0.0,253
253,5,0.0,41
41,5,0.0,253
253,5,0.0,253
253,5,0.0,253
253,5,0.0,253
253,5,0.0,253
253,5,0.0,475
475,5,0.0,253
253,5,0.0,253
253,5,0.0,588
588,5,0.0,253
253,5,0.0,253
253,5,0.0,475
475,1,0.0,253
253,5,0.0,19
19,1,0.0,19
19,1,0.0,19
19,1,0.0,19
19,5,0.0,19
19,1,0.0,19
19,1,0.0,19
19,1,0.0,486
486,5,0.0,19
19,1,0.0,253
253,5,0.0,19
19,1,0.0,253
253,5,0.0,253
253,5,0.0,253
253,5,0.0,253
253,5,0.0,253
253,5,0.0,253
253,5,0.0,253
253,2,0.0,253
253,2,0.0,253
253,2,0.0,486
486,2,0.0,486
486,2,0.0,668
668,1,1.0,752
392,1,0.0,392
392,1,0.0,392
392,1,0.0,392
392,1,0.0,392
392,1,0.0,392
392,1,0.0,392
392,1,0.0,392
392,1,0.0,392
392,1,0.0,392
392,1,0.0,392
392,1,0.0,195
195,1,0.0,195
195,23,0.0,469
469,23,0.0,188
188,22,0.0,472
472,23,0.0,472
472,23,0.0,472
472,23,0.0,472
472,23,0.0,472
472,24,0.0,472
472,22,0.0,472
472,22,0.0,472
472,22,0.0,472
472,22,0.0,472
472,22,0.0,484
484,1,0.0,484
484,22,0.0,702
702,22,0.0,431
431,23,0.0,223
223,23,0.0,223
223,23,0.0,401
401,23,0.0,401
401,23,0.0,401
401,23,0.0,401
401,24,0.0,401
401,25,0.0,401
401,23,0.0,401
401,23,0.0,401
401,24,0.0,401
401,24,0.0,401
401,24,0.0,401
401,24,0.0,401
401,23,0.0,401
401,22,0.0,401
401,25,0.0,401
401,15,0.0,173
173,17,0.0,7
7,17,0.0,199
199,1,-1.0,751
666,1,0.0,666
666,1,0.0,666
666,1,0.0,666
666,1,0.0,666
666,1,0.0,666
666,1,0.0,666
666,1,0.0,666
666,1,0.0,666
666,1,0.0,666
666,1,0.0,670
670,1,0.0,670
670,1,0.0,670
670,1,0.0,670
670,1,0.0,670
670,1,0.0,185
185,1,0.0,185
185,1,0.0,505
505,1,0.0,381
381,1,0.0,381
381,2,0.0,383
383,2,0.0,749
749,2,0.0,749
749,2,0.0,338
338,4,0.0,338
338,4,0.0,749
749,3,0.0,338
338,1,0.0,338
338,25,0.0,338
338,24,0.0,461
461,3,0.0,492
492,21,0.0,492
492,21,0.0,376
376,25,0.0,492
492,25,0.0,492
492,21,0.0,492
492,1,0.0,338
338,5,0.0,338
338,24,0.0,745
745,24,0.0,492
492,24,0.0,89
89,25,0.0,492
492,14,0.0,376
376,2,0.0,722
722,2,0.0,722
722,5,0.0,243
243,2,0.0,243
243,2,0.0,243
243,4,0.0,333
333,2,0.0,346
346,2,0.0,346
346,2,0.0,333
333,2,0.0,346
346,2,0.0,333
333,1,0.0,346
346,2,0.0,346
346,2,0.0,346
346,2,0.0,346
346,5,0.0,259
259,4,0.0,243
243,5,0.0,243
243,3,0.0,243
243,5,0.0,243
243,4,0.0,243
243,5,0.0,243
243,5,0.0,722
722,5,0.0,251
251,1,-1.0,751
489,1,0.0,489
489,1,0.0,680
680,1,0.0,680
680,1,0.0,680
680,1,0.0,680
680,1,0.0,680
680,1,0.0,680
680,1,0.0,680
680,1,0.0,680
680,1,0.0,680
680,21,0.0,239
239,22,0.0,653
653,22,0.0,421
421,22,0.0,421
421,22,0.0,421
421,22,0.0,421
421,22,0.0,612
612,22,0.0,612
612,22,0.0,53
53,22,0.0,53
53,22,0.0,53
53,22,0.0,53
53,22,0.0,53
53,1,0.0,53
53,16,0.0,53
53,8,0.0,53
53,3,0.0,53
53,1,0.0,53
53,4,0.0,53
53,5,0.0,53
53,5,0.0,53
53,5,0.0,53
53,5,0.0,53
53,5,0.0,53
53,5,0.0,53
53,5,0.0,53
53,4,0.0,333
333,1,-1.0,751
601,1,0.0,601
601,1,0.0,601
601,1,0.0,601
601,1,0.0,123
123,22,0.0,436
436,25,0.0,237
237,25,0.0,278
278,25,0.0,278
278,25,0.0,487
487,20,0.0,487
487,20,0.0,487
487,20,0.0,487
487,19,0.0,487
487,13,0.0,487
487,8,0.0,487
487,8,0.0,487
487,7,0.0,415
415,12,0.0,415
415,7,0.0,415
415,10,0.0,415
415,2,0.0,415
415,2,0.0,415
415,2,0.0,725
725,2,0.0,688
688,2,0.0,725
725,2,0.0,725
725,2,0.0,416
416,2,0.0,333
333,2,0.0,163
163,2,0.0,333
333,2,0.0,163
163,2,0.0,333
333,2,0.0,725
725,2,0.0,416
416,2,0.0,416
416,2,0.0,416
416,2,0.0,725
725,2,0.0,163
163,2,0.0,163
163,2,0.0,163
163,2,0.0,333
333,2,0.0,163
163,2,0.0,725
725,2,0.0,725
725,2,0.0,725
725,2,0.0,725
725,2,0.0,725
725,2,0.0,725
725,2,0.0,725
725,2,0.0,725
725,2,0.0,725
725,2,0.0,725
725,2,0.0,725
725,2,0.0,725
725,2,0.0,725
725,2,0.0,725
725,2,0.0,725
725,1,0.0,725
725,2,0.0,725
725,2,0.0,725
725,2,0.0,725
725,1,0.0,725
725,1,0.0,725
725,1,0.0,725
725,1,0.0,489
489,1,-1.0,751
712,1,0.0,712
712,1,0.0,712
712,1,0.0,712
712,1,0.0,712
712,1,0.0,712
712,1,0.0,679
679,1,0.0,679
679,1,0.0,679
679,1,0.0,679
679,1,0.0,266
266,1,0.0,679
679,1,0.0,679
679,4,0.0,650
650,4,0.0,567
567,4,0.0,567
567,24,0.0,567
567,25,0.0,318
318,23,0.0,734
734,25,0.0,321
321,25,0.0,326
326,25,0.0,326
326,23,0.0,326
326,22,0.0,326
326,22,0.0,318
318,22,0.0,318
318,22,0.0,318
318,22,0.0,318
318,22,0.0,118
118,22,0.0,118
118,25,0.0,318
318,25,0.0,118
118,22,0.0,318
318,22,0.0,318
318,22,0.0,318
318,23,0.0,318
318,22,0.0,318
318,22,0.0,318
318,22,0.0,318
318,22,0.0,318
318,16,0.0,318
318,6,0.0,318
318,1,0.0,674
674,1,0.0,674
674,1,0.0,71
71,1,0.0,71
71,1,0.0,71
71,1,0.0,71
71,1,0.0,71
71,1,0.0,712
712,1,0.0,712
712,1,0.0,674
674,2,0.0,674
674,2,0.0,473
473,2,0.0,473
473,2,0.0,473
473,2,0.0,233
233,2,0.0,251
251,1,-1.0,751
47,1,0.0,703
703,1,0.0,389
389,1,0.0,389
389,2,0.0,115
115,24,0.0,115
115,25,0.0,653
653,21,0.0,399
399,25,0.0,399
399,25,0.0,399
399,25,0.0,399
399,25,0.0,399
399,25,0.0,399
399,25,0.0,399
399,25,0.0,399
399,25,0.0,734
734,25,0.0,734
734,25,0.0,734
734,21,0.0,559
559,25,0.0,386
386,25,0.0,386
386,25,0.0,734
734,25,0.0,386
386,25,0.0,386
386,22,0.0,386
386,22,0.0,386
386,22,0.0,386
386,22,0.0,376
376,22,0.0,376
376,22,0.0,154
154,16,0.0,154
154,13,0.0,154
154,8,0.0,154
154,13,0.0,154
154,12,0.0,154
154,3,0.0,154
154,3,0.0,154
154,1,0.0,501
501,4,0.0,501
501,1,0.0,501
501,5,0.0,614
614,5,0.0,501
501,1,0.0,614
614,5,0.0,614
614,5,0.0,614
614,5,0.0,614
614,5,0.0,614
614,5,0.0,614
614,5,0.0,614
614,2,0.0,614
614,2,0.0,614
614,2,0.0,501
501,2,0.0,501
501,2,0.0,501
501,1,0.0,501
501,2,0.0,501
501,2,0.0,501
501,2,0.0,614
614,2,0.0,212
212,2,0.0,212
212,2,0.0,333
333,1,1.0,752
553,6,0.0,553
553,7,0.0,553
553,2,0.0,553
553,2,0.0,549
549,2,0.0,711
711,2,0.0,526
526,2,0.0,711
711,2,0.0,549
549,2,0.0,549
549,2,0.0,711
711,2,0.0,512
512,2,0.0,711
711,2,0.0,711
711,2,0.0,711
711,2,0.0,711
711,2,0.0,711
711,2,0.0,711
711,2,0.0,711
711,1,0.0,711
711,1,0.0,528
528,1,0.0,528
528,1,0.0,528
528,1,0.0,528
528,1,0.0,528
528,1,0.0,528
528,1,0.0,528
528,1,0.0,528
528,1,0.0,528
528,1,0.0,528
528,1,0.0,528
528,1,0.0,528
528,1,0.0,528
528,1,0.0,528
528,1,0.0,528
528,1,0.0,528
528,1,0.0,528
528,1,0.0,528
528,1,0.0,528
528,1,0.0,355
355,1,-1.0,751
670,1,0.0,670
670,1,0.0,670
670,1,0.0,670
670,1,0.0,670
670,1,0.0,670
670,1,0.0,670
670,1,0.0,670
670,1,0.0,670
670,1,0.0,670
670,1,0.0,670
670,1,0.0,670
670,1,0.0,285
285,1,0.0,285
285,6,0.0,283
283,7,0.0,388
388,14,0.0,388
388,15,0.0,388
388,15,0.0,388
388,15,0.0,388
388,14,0.0,388
388,19,0.0,388
388,24,0.0,388
388,23,0.0,388
388,23,0.0,388
388,25,0.0,388
388,25,0.0,388
388,25,0.0,388
388,25,0.0,388
388,25,0.0,388
388,25,0.0,388
388,24,0.0,388
388,25,0.0,388
388,24,0.0,388
388,25,0.0,388
388,23,0.0,388
388,25,0.0,388
388,23,0.0,388
388,23,0.0,388
388,23,0.0,388
388,23,0.0,388
388,24,0.0,388
388,25,0.0,388
388,25,0.0,388
388,25,0.0,184
